Course,URL,University
Performance Studies (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/pfs,"University of California, Davis"
Pharmaceutical Chemistry; Chemistry,https://ucdavis.pubs.curricunet.com/Catalog/pharmaceutical-chemistry,"University of California, Davis"
Pharmacology & Toxicology (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/ptx,"University of California, Davis"
Philosophy,https://ucdavis.pubs.curricunet.com/Catalog/phi,"University of California, Davis"
Physical Education,https://ucdavis.pubs.curricunet.com/Catalog/phe,"University of California, Davis"
Physics,https://ucdavis.pubs.curricunet.com/Catalog/phy,"University of California, Davis"
Plant Biology,https://ucdavis.pubs.curricunet.com/Catalog/plb,"University of California, Davis"
Plant Biology (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/pbi,"University of California, Davis"
Plant Pathology,https://ucdavis.pubs.curricunet.com/Catalog/plp,"University of California, Davis"
Plant Sciences,https://ucdavis.pubs.curricunet.com/Catalog/pls,"University of California, Davis"
Political Science,https://ucdavis.pubs.curricunet.com/Catalog/pol,"University of California, Davis"
Population Biology (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/pbg,"University of California, Davis"
Precision Agriculture Minor; Biological & Agricultural Engineering,https://ucdavis.pubs.curricunet.com/Catalog/precision-agriculture,"University of California, Davis"
Professional Writing Minor; University Writing Program,https://ucdavis.pubs.curricunet.com/Catalog/professional-writing,"University of California, Davis"
Psychology,https://ucdavis.pubs.curricunet.com/Catalog/psc,"University of California, Davis"
Public Health,https://ucdavis.pubs.curricunet.com/Catalog/public-health,"University of California, Davis"
Public Health Sciences,https://ucdavis.pubs.curricunet.com/Catalog/sph,"University of California, Davis"
Quantitative Biology & Bioinformatics Minor; Biological Sciences,https://ucdavis.pubs.curricunet.com/Catalog/quantitative-biology-bioinformatics,"University of California, Davis"
Religious Studies,https://ucdavis.pubs.curricunet.com/Catalog/rst,"University of California, Davis"
Russian,https://ucdavis.pubs.curricunet.com/Catalog/rus,"University of California, Davis"
Science & Society Minor; Science & Society,https://ucdavis.pubs.curricunet.com/Catalog/sas,"University of California, Davis"
Science & Technology Studies,https://ucdavis.pubs.curricunet.com/Catalog/sts,"University of California, Davis"
Science Teaching Credential,https://ucdavis.pubs.curricunet.com/Catalog/science-teaching-credential,"University of California, Davis"
"Sexuality Studies Minor; Gender, Sexuality & Women's Studies",https://ucdavis.pubs.curricunet.com/Catalog/sexuality-studies,"University of California, Davis"
Social & Ethnic Relations Minor,https://ucdavis.pubs.curricunet.com/Catalog/social-ethnic-relations,"University of California, Davis"
Social Sciences,https://ucdavis.pubs.curricunet.com/Catalog/social-sciences,"University of California, Davis"
Social Theory & Comparative History,https://ucdavis.pubs.curricunet.com/Catalog/social-theory-comparative-history,"University of California, Davis"
Sociology,https://ucdavis.pubs.curricunet.com/Catalog/soc,"University of California, Davis"
"Soil Science Minor; Land, Air & Water Resources",https://ucdavis.pubs.curricunet.com/Catalog/ssc,"University of California, Davis"
Soils & Biogeochemistry (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/soils-biogeochemistry-graduate-group,"University of California, Davis"
Spanish,https://ucdavis.pubs.curricunet.com/Catalog/spa,"University of California, Davis"
Statistics,https://ucdavis.pubs.curricunet.com/Catalog/sta,"University of California, Davis"
Statistics (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/statistics-graduate-group,"University of California, Davis"
Study of Religion (Graduate Group),https://ucdavis.pubs.curricunet.com/Catalog/sor,"University of California, Davis"
Sustainability in the Built Environment Minor; Civil & Environmental Engineering,https://ucdavis.pubs.curricunet.com/Catalog/sustainability-in-the-built-environment,"University of California, Davis"
Sustainable Agriculture & Food Systems,https://ucdavis.pubs.curricunet.com/Catalog/saf,"University of California, Davis"
